CID	Dataset	CHD	HD	HL	CHL	CDL	DL	S+ZS	S+HD	S+CHD	S+CHL	SMILES
138818	goodscents	The odor is pungent.	pungent	pungent	The smell is sharp and overpowering, with a strong, intense aroma.	Pungent aroma of gasoline mixed with a sulfurous, rotten egg scent.	gasoline; sulfurous	C(S)S smells like garlic, with a pungent and sulfurous aroma.	garlic onion strong unpleasant smell	The scent is pungent, sulfurous, and unpleasant, like rotten eggs.	The scent is a strong, pungent, and unpleasantly sulfurous odor.	C(S)S
138818	leffingwell	The scent resembles excellent cooked meat with a savory flavor.	Excellent cooked meat flavour (see comments)	meaty	The smell is savory and rich, reminiscent of cooked meat.	Pungent aroma with notes of garlic, onion, and sulfurous undertones, reminiscent of meat and mushrooms.	garlic; meaty; mushroom; onion; sulfurous	The smell of C(S)S is garlic-like, pungent, and unpleasant.	Garlic-like or onion-like, sulfurous and irritating odor	The smell is pungent and sulfurous, reminiscent of garlic and rotten eggs.	The scent is pungent and garlicky with a strong sulfur note.	C(S)S
139550	arctander	The scent is a faint, sweet, and oily-balsamic aroma with lasting presence.	Very faint, sweet, oily-balsamic odor of considerable tenacity.	balsamic; oily	Rich, pungent aroma with balsamic sweetness and a heavy, oily undertone.	The scent is virtually nonexistent, with a hint of balsamic sweetness, but overall odorless.	balsamic; odorless	Benzaldehyde's sweet, almond-like aroma with floral and fruity notes.	Strong, sweet-fruity, floral and slightly powdery, Jasmine-like odor.	The scent is a sweet, floral blend with notes of jasmine and honey.	The scent is a sweet, floral, and powdery honey-like aroma.	C1=CC=C(C=C1)C=C(C=O)C2=CC=CC=C2
139711	goodscents	The smell is a strong, burnt rubbery scent with pungent alliaceous notes.	burnt rubbery alliaceous	alliaceous; burnt; rubbery	Pungent aroma with notes of burnt garlic and rubber.	Pungent, sulfurous smell with metallic and onion notes, hinting at gasoline and burnt vegetables.	almond; gasoline; green_beans; metallic; onion; sulfurous; vegetable	The smell is reminiscent of garlic, pungent and sulfurous.	garlic, onion, and rubber notes	Pungent and sulfurous, with notes of garlic and onion.	The scent is a pungent, sulfurous, and garlic-like odor.	CCSC(C)SCC
139711	leffingwell	The smell is a pungent mix of tropical fruit and sulfurous notes.	Tropical fruit, sulfurous, mercaptan, meat, coffee, alliaceous	alliaceous; coffee; fruity; meaty; sulfurous; tropical	Pungent and savory, with notes of garlic, coffee, and tropical fruit, and a hint of meat and sulfur.	Pungent, savory aroma with notes of garlic, onion, and sulfurous undertones.	alliaceous; fruity; garlic; green; onion; savory; sulfurous; vegetable	The smell is pungent and sulfurous, characteristic of garlic-like odors.	Garlic, onion, leek, sulfurous, pungent, and strong	Pungent and sulfurous, with a strong odor reminiscent of garlic and onion.	The scent is pungent, sulfurous, and onion-like with garlic notes.	CCSC(C)SCC
139743	goodscents	The scent is a sweet and fruity blend of tropical fruits like banana, mango, and pineapple with hints of honey.	fruity tropical banana mango pineapple honey	banana; fruity; honey; mango; pineapple; tropical	Sweet, tropical aroma with notes of banana, mango, and pineapple, reminiscent of honey and fruit.	Sweet, waxy floral scent with hints of pineapple and earthy fungal notes.	flower; fungal; green_beans; pineapple; sweet; waxy	The odorant has a sweet, fruity, and slightly floral scent.	sweet floral musky sandalwood	The scent is sweet and creamy, with vanilla and caramel notes.	The scent is a rich, creamy, and sweet vanilla-like fragrance.	COC(=O)CC1CCCCC1
140001	arctander	It has a faint, leafy-rosy-musty odor that is persistent and susceptible to contamination.	Very faint, but persistent Ieafy-rosy-musty odor. Like many other high-boiling, weaksmelling powders, it is very susceptible to odor contamination from processing or storage, and will easily adapt odors from exposure to odorous atmosphere.	leafy; musty; rose	The scent is earthy and floral, with leafy and musty notes beneath a rose fragrance.	The smell is sweet and caramel-like with a pungent, sulfurous undertone.	caramelic; sulfuraceous	The odorant has a pungent, sulfurous, and slightly sweet chemical smell.	Sweet, floral, and herbal odor, reminiscent of Hay and Tobacco.	The scent is smoky, leathery, and slightly sweet with a rubbery undertone.	The scent is earthy, leathery, and slightly sulfurous, with a mossy undertone.	CC1=CC=CC=C1C2=NC3=CC=CC=C3S2
140511	goodscents	The scent is a sweet and green aroma.	sweet green	sweet; green	Fresh cut grass and floral notes blend together in a sweet, green aroma.	Sweet cotton candy and honey mingle with earthy fungal and leathery notes, hinting at green beans.	cotton_candy; fungal; green_beans; honey; leathery	The odorant has a pungent, sweet, and slightly fruity smell, similar to acetone.	woody earthy spice sweet	The scent is earthy, woody, and slightly sweet, reminiscent of moss and damp soil.	The scent is pungent, woody, and earthy with fruity undertones.	CCCC(C)CC=O
140511	leffingwell	The scent is aldehydic, fatty, and green with cheesy and fruity notes.	Aldehydic, fatty, green, cheese like with fruity notes	aldehydic; cheesy; fatty; fruity; green	Pungent, sweet scent with fruity and cheesy notes, aldehydic freshness, and green undertones.	The scent is a refreshing blend of fruity and minty notes with herbal undertones.	fruity; green; herbal; mint	Butyric acid's pungent, sour smell is overwhelmingly unpleasant and nauseating.	Waxy, floral, honey-like and woody odor; citrus nuances	The scent is herbal and fruity, with a sweet, waxy undertone reminiscent of apple.	The scent features sweet, buttery, and fruity notes with a hint of floral.	CCCC(C)CC=O
140649	goodscents	The scent is a refreshing blend of cucumber and marine notes.	cucumber marine	cucumber; marine	Fresh cucumber notes blend with a hint of oceanic marine scent.	Earthy, natural scent with floral, green, and fungal notes.	fir_needles; flower; freshly_laundered_clothes; fungal; green_beans; honey; metallic; natural; vegetable; weedy	The odorant has a pungent, gasoline-like smell.	woody herbal pencil cedar	The scent is oily and aldehydic, with metallic and waxy undertones.	The scent is a green, waxy, and vegetal almond-like aroma.	CCCCCC#CCC
141710	leffingwell	The scent has a strong, sensual musk odor.	Musk odor	musk	The scent is rich, sensual, and slightly sweet, characteristic of musk's distinctive animalic aroma.	Rich, sweet scent with floral and fruity notes, and a hint of musk and oil.	fatty; floral; fruity; musk; oily; sweet	The odorant has a pungent, fruity, and slightly sweet scent, reminiscent of citrus.	Mild, sweet, waxy, and slightly fruity odor	The scent is waxy, earthy, and slightly sweet, reminiscent of moss and forest floors.	The scent is waxy, fatty, and slightly sweet with musky undertones.	CC1CCCCCCCCCCCCC(=O)O1
141850	goodscents	The scent is a sulfurous blend of floral, tropical, and meaty notes.	sulfurous floral tropical meaty	floral; meaty; sulfurous; tropical	Exotic blooms with a savory, meaty undertone and a hint of sulfur.	Pungent, sweet, and earthy, with notes of decay and fuel.	almond; fungal; gasoline; geranium; onion; rubbery; sulfurous; tropical	The odorant smells like sweet, pungent, and slightly sulfurous thiol.	garlic sulfur onion leather	The scent is pungent and sulfurous, reminiscent of garlic and onion.	The scent is a strong, pungent garlic-like aroma with sulfurous notes.	CC(C1=CC=CC=C1)S
141850	leffingwell	The scent combines sulfurous, resinous, floral, tropical, and meaty notes.	Sulfurous, resinous, floral, tropical and meaty notes.	floral; meaty; sulfurous; tropical	Exotic blooms meet savory meat and sulfur in a pungent tropical scent.	Pungent and savory, with notes of garlic, onion, and tropical fruit.	alliaceous; fruity; garlic; meaty; onion; savory; sulfurous; tropical	The odorant smells like sweet, woody, and slightly sulfurous notes, similar to thiol-containing compounds.	Garlic-like, onion, leek, shallot, rubbery, sulfurous odor	Pungent sulfur and garlic notes dominate, with a slightly sweet undertone.	The scent is a strong, pungent, and sulfurous garlic-like aroma.	CC(C1=CC=CC=C1)S
142266	arctander	The scent is a pleasant mix of balsamic, herbaceous, and fruity notes.	Pleasant balsamic-herbaceous and fruity odor, suggestive of “Oriental”’ fragrances, Ambre, etc.	ambre; balsamic; fruity; herbaceous	Rich, sweet scent with herbal and fruity notes, warm ambre undertones, and a deep balsamic base.	Sweet caramel and fruit notes blend with earthy herbal undertones.	caramelic; fruity; herbaceous	Butyric acid and vanilla notes combine in this sweet, fruity, and slightly acidic scent.	Sweet-fruity, slightly floral, with notes of apple and rose, but also possessing a peculiar chemical character.	The scent is sweet and fruity, with caramel and vanilla notes.	The scent is sweet, slightly spicy, and reminiscent of vanilla and tonka beans.	CC(=O)CC(=O)OCC1=CC=CC=C1
142266	goodscents	The scent features sweet benzyl propionate and acetate with floral and fruity notes.	sweet benzyl propionate and acetate floral fruity	banana; floral; fruity; sweet	The scent is sweet and fruity, reminiscent of ripe bananas and floral notes.	Earthy, sweet scent with caraway and floral notes, hinting at fungal undertones.	caraway; flower; fungal; sweet	The odorant has a sweet, fruity, and slightly acrid scent.	vanilla sweet creamy	Sweet and fruity, with floral and slightly chemical undertones, reminiscent of vanilla.	The scent is a sweet, floral, and slightly spicy vanilla fragrance.	CC(=O)CC(=O)OCC1=CC=CC=C1
142266	leffingwell	The scent is a pleasant, fresh, and floral fruity balsamic odor.	Pleasant, fresh, floral, balsamic fruity odor	balsamic; floral; fresh; fruity	Sweet, floral scent with fruity and fresh notes, reminiscent of balsamic aroma.	The scent is a sweet, caramellic blend with fruity undertones.	caramellic; fruity; sweet	Butyric acid and vanilla notes combine in this scent.	Fruity, floral, slightly sweet and herbaceous vanilla-like	Sweet and powdery, with notes of vanilla, cherry, and musk, reminiscent of perfumed flowers.	The scent is sweet, floral, and slightly fruity with honey notes.	CC(=O)CC(=O)OCC1=CC=CC=C1
142629	leffingwell	The odor features sulfurous, cooked onion and garlic notes.	Sulfurous, cooked onion & garlic notes	garlic; onion; sulfurous	Pungent aroma with strong notes of garlic, onion, and a sulfurous undertone.	Pungent, savory aroma with strong notes of garlic, onion, and sulfurous undertones.	alliaceous; garlic; green; onion; savory; sulfurous	The smell is pungent and sulfurous, like rotten garlic.	Onion, garlic-like; sulfurous, meaty, and savory notes	Pungent and sulfurous, with notes of garlic and onion, strong and overwhelming.	The scent is pungent, garlic-like, and sulfurous with onion notes.	CC=CSC
143498	arctander	This scent is useful in perfumery for floral and green compositions.	Useful in perfumery for Clary Sage variations in Fougeres, Chypres, Lavender compositions, and as a green-floral undertone and variant in Gardenia or Tuberose. It blends well with Dime[hylbenzylcarbinol for Elderflower notes (“sureau”) and builds good undertones in a Honeysuckle, etc.	floral; green	The scent is a fresh, floral aroma with hints of green botanicals.	The scent is sweetly floral with hints of ripe fruit.	floral; fruity	Camphor's pungent, earthy aroma is released by this compound.	Soft, sweet-fruity and slightly floral odor, somewhat reminiscent of Apricot kernel.	The scent is sweetly floral with vanilla and creamy notes.	The scent is a sweet, floral, and slightly powdery musk-like odor.	CC(C)(C1=CC=CC=C1)C(=O)OC
143990	leffingwell	The aroma features roasted meat with enhanced brothy notes.	Roasted meat, enhanced brothy notes	brothy; meaty; roasted	The aroma is savory, with brothy and meaty notes, reminiscent of roasted meat.	Pungent aroma with notes of garlic, onion, and sulfur, reminiscent of savory vegetables.	alliaceous; fruity; garlic; green; meaty; onion; savory; sulfurous; vegetable	The odorant has a pungent, sulfurous smell, similar to garlic.	Sulfur garlic onion odor, unpleasant at high concentrations	Strong, pungent garlic aroma with a sulfurous, onion-like character.	The scent features sweet, fruity, and slightly sulfurous grape notes.	CC1=CC(=C(O1)C)SC
145386	goodscents	The scent is a mild, floral balsam with green and jasmine notes.	mild light floral balsam green jasmin. Luebke	balsamic; floral; green; jasmin	The scent is a sweet, floral blend with balsamic and green notes, reminiscent of jasmine.	Sweet, fruity aroma with hints of banana and blueberry, mixed with floral notes.	banana; blueberry; flower	The odorant has a woody, earthy, and slightly floral scent.	woody ambery sweet powdery	The scent is woody, earthy, and slightly sweet, like aged cedar.	The scent is a warm, woody, and amber-like fragrance with sweet notes.	CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
145742	goodscents	The scent is completely odorless, lacking any discernible aroma.	odorless	odorless	It has no scent, a completely neutral and odorless aroma.	The smell is reminiscent of anise, with an otherwise neutral scent.	anise; odorless	The odorant has a pungent, ammonia-like smell, characteristic of beta-alanine betaine.	pungent ammonia sweaty animalic musky	The scent is pungent, with notes of fermented soy and umami.	The scent is sweet, with notes of honey, fruit, and a slightly musky undertone.	C1CC(NC1)C(=O)O
